Transaction_ID,Customer_ID,Timestamp,Amount,Merchant_ID,Merchant_Category,Transaction_Type,Card_Present_Flag,Location_City,Location_Country,Device_ID,Channel,Is_3DS_Authenticated,Previous_Fraud_Flag,Is_Fraud
T01095,C4990,2023-12-14 03:22:52,3607.07,M351,Dining,ATM Withdrawal,0,Mumbai,UK,D82664,ATM,Yes,No,0
T01096,C3063,2024-11-21 23:57:03,6650.29,M240,Electronics,Online,0,Chennai,UK,D62699,Mobile App,Yes,Yes,0
T01097,C4362,2023-03-02 21:37:19,1516.96,M700,Electronics,Online,1,Kolkata,India,D27839,Mobile App,Yes,No,0
T01098,C2124,2023-10-23 23:40:41,7535.32,M485,Clothing,POS,1,Delhi,Singapore,D27342,Web,No,Yes,0
T01099,C4394,2024-04-21 15:31:18,4217.8,M993,Entertainment,Online,0,Kolkata,UK,D41456,ATM,No,Yes,0
T01100,C4538,2023-08-11 13:11:11,2282.59,M325,Dining,Online,0,Chennai,USA,D18139,Web,Yes,No,0
T01101,C4817,2023-12-27 04:57:55,8017.89,M789,Travel,Online,1,Hyderabad,UK,D70992,Mobile App,No,Yes,0
T01102,C6383,2024-05-05 15:58:07,4134.68,M300,Travel,ATM Withdrawal,0,Hyderabad,India,D13699,Mobile App,Yes,No,1
T01103,C3417,2023-04-23 12:10:07,4093.68,M371,Electronics,Online,1,Kolkata,UK,D96144,Mobile App,Yes,Yes,0
T01104,C1046,2024-11-05 09:29:44,4588.07,M581,Dining,Online,1,Hyderabad,USA,D64904,Web,No,No,0
T01105,C5542,2023-05-11 03:50:03,8524.05,M255,Electronics,POS,0,Mumbai,UK,D53946,ATM,Yes,No,1
T01106,C3370,2024-05-12 13:17:19,7946.28,M596,Clothing,POS,0,Chennai,UK,D90385,ATM,No,Yes,0
T01107,C3129,2024-09-19 08:56:19,3618.38,M933,Groceries,ATM Withdrawal,0,Hyderabad,Singapore,D43072,Web,Yes,No,0
T01108,C9850,2024-12-22 05:44:14,298.6,M291,Dining,Online,1,Delhi,India,D77955,ATM,Yes,No,0
T01109,C5106,2023-09-20 01:22:26,1456.7,M851,Utilities,POS,0,Kolkata,USA,D13965,Web,No,No,0
T01110,C3858,2023-11-24 15:13:45,100.48,M608,Travel,ATM Withdrawal,1,Chennai,Singapore,D51428,Mobile App,Yes,No,0
T01111,C2801,2024-05-05 07:47:21,8062.66,M389,Clothing,Online,1,Mumbai,Singapore,D40417,Web,No,No,0
T01112,C1422,2024-04-20 14:17:17,9436.48,M234,Entertainment,Online,0,Delhi,UK,D23387,ATM,No,Yes,0
T01113,C3159,2024-03-20 00:05:48,848.7,M303,Travel,ATM Withdrawal,1,Kolkata,UK,D59645,Mobile App,No,Yes,0
T01114,C1243,2023-11-11 09:30:37,3148.73,M750,Dining,POS,0,Hyderabad,USA,D14603,Web,No,Yes,0
T01115,C6869,2024-10-21 08:39:26,9819.47,M996,Clothing,ATM Withdrawal,1,Chennai,UK,D27212,Web,Yes,Yes,0
T01116,C4898,2024-12-05 13:04:02,1644.08,M190,Utilities,POS,0,Hyderabad,India,D27109,Mobile App,No,Yes,0
T01117,C6304,2023-02-25 09:57:00,615.62,M628,Dining,Online,0,Bangalore,Singapore,D68918,Mobile App,Yes,Yes,0
T01118,C1258,2023-03-03 10:45:11,7592.16,M977,Travel,POS,0,Kolkata,Singapore,D93317,Mobile App,Yes,Yes,0
T01119,C3854,2023-05-06 19:53:21,6602.1,M840,Clothing,ATM Withdrawal,0,Chennai,UK,D49257,Mobile App,No,No,0
T01120,C5347,2023-09-24 21:38:36,6415.02,M867,Groceries,POS,1,Hyderabad,India,D41624,ATM,No,No,0
T01121,C1858,2023-06-27 06:17:26,9025.21,M319,Dining,ATM Withdrawal,1,Bangalore,UK,D42515,ATM,Yes,No,0
T01122,C3076,2023-09-01 11:43:45,579.04,M103,Dining,Online,1,Hyderabad,Singapore,D16928,Mobile App,No,Yes,1
T01123,C7897,2023-09-04 03:02:18,6316.44,M544,Utilities,ATM Withdrawal,0,Bangalore,India,D37941,Web,Yes,Yes,0
T01124,C9619,2024-05-22 05:02:47,7133.98,M168,Entertainment,ATM Withdrawal,0,Hyderabad,USA,D67670,Web,No,No,0
T01125,C2862,2023-08-15 07:16:33,6603.96,M602,Entertainment,Online,1,Bangalore,India,D98498,ATM,No,No,0
T01126,C2041,2024-07-05 19:26:24,5198.26,M671,Electronics,Online,0,Mumbai,India,D33102,ATM,Yes,No,0
T01127,C8802,2023-07-27 18:02:48,2957.95,M725,Clothing,POS,0,Delhi,UK,D95271,Mobile App,No,Yes,0
T01128,C8344,2024-04-15 05:11:37,4020.63,M313,Travel,POS,0,Delhi,UK,D74495,Mobile App,Yes,No,0
T01129,C6931,2024-05-15 17:02:26,6809.03,M827,Utilities,ATM Withdrawal,1,Mumbai,USA,D18835,Mobile App,No,No,0
T01130,C9408,2023-11-04 03:49:17,5536.55,M282,Electronics,ATM Withdrawal,1,Hyderabad,Singapore,D80371,Web,Yes,No,0
T01131,C2786,2023-07-30 16:25:51,3043.93,M139,Electronics,ATM Withdrawal,0,Delhi,USA,D64244,Mobile App,Yes,No,0
T01132,C8405,2024-11-20 11:46:28,7427.23,M528,Travel,POS,0,Chennai,UK,D93327,ATM,No,No,0
T01133,C9254,2023-12-12 13:30:25,9092.4,M804,Travel,Online,0,Mumbai,UK,D95026,Mobile App,Yes,No,0
T01134,C4629,2024-08-29 14:24:40,80.01,M369,Groceries,POS,1,Delhi,Singapore,D31227,ATM,No,No,0
T01135,C1710,2024-11-01 03:52:42,2798.53,M728,Travel,Online,0,Bangalore,Singapore,D47259,Mobile App,Yes,No,0
T01136,C9543,2024-12-30 03:56:17,5278.39,M489,Utilities,ATM Withdrawal,1,Hyderabad,Singapore,D49092,Mobile App,Yes,Yes,0
T01137,C5941,2023-10-10 01:52:59,9204.59,M746,Utilities,ATM Withdrawal,1,Delhi,Singapore,D69843,ATM,No,No,0
T01138,C8504,2024-08-03 21:46:57,7003.25,M697,Travel,ATM Withdrawal,1,Hyderabad,Singapore,D56156,Web,Yes,No,0
T01139,C1510,2024-03-31 20:58:39,4462.44,M340,Dining,Online,1,Chennai,UK,D64836,Web,Yes,Yes,0
T01140,C1996,2024-02-09 14:56:42,2052.13,M753,Electronics,POS,0,Delhi,Singapore,D34648,ATM,No,Yes,0
T01141,C8847,2023-12-16 17:59:20,5444.71,M457,Dining,POS,0,Delhi,India,D18208,Web,No,Yes,0
T01142,C7580,2023-11-18 13:18:55,7883.63,M595,Entertainment,POS,0,Chennai,Singapore,D23780,ATM,Yes,Yes,0
T01143,C7984,2023-05-10 23:02:08,6520.72,M643,Electronics,POS,0,Bangalore,India,D27047,ATM,Yes,Yes,0
T01144,C2768,2023-05-23 19:53:13,6975.01,M772,Travel,Online,0,Mumbai,Singapore,D91991,ATM,No,Yes,0
T01145,C9032,2024-10-25 11:39:46,8876.86,M284,Travel,POS,1,Delhi,India,D20026,Web,No,No,0
T01146,C8267,2023-01-18 22:38:08,7815.85,M998,Entertainment,POS,1,Bangalore,Singapore,D37486,Mobile App,Yes,Yes,0
T01147,C2204,2023-04-08 02:54:46,4045.65,M407,Groceries,POS,1,Kolkata,India,D81251,Web,No,No,0
T01148,C2323,2024-07-19 06:39:40,1973.76,M960,Entertainment,Online,1,Bangalore,India,D11879,Web,Yes,No,0
T01149,C6277,2023-07-02 05:46:04,3016.01,M337,Travel,Online,0,Delhi,UK,D74427,Web,Yes,No,0
T01150,C3430,2024-05-29 04:59:41,370.66,M996,Travel,ATM Withdrawal,1,Hyderabad,Singapore,D81372,Mobile App,No,Yes,0
T01151,C2076,2023-07-15 11:02:24,3345.59,M399,Clothing,POS,1,Chennai,India,D34380,Web,No,No,0
T01152,C3067,2024-12-31 11:01:21,7251.26,M784,Dining,POS,1,Hyderabad,India,D83085,ATM,Yes,No,0
T01153,C5505,2024-07-31 18:50:29,7400.78,M596,Entertainment,Online,0,Delhi,India,D73998,Web,Yes,Yes,0
T01154,C9984,2024-06-28 05:56:14,1260.93,M601,Utilities,Online,1,Bangalore,USA,D80724,Mobile App,Yes,No,0
T01155,C6327,2024-08-05 08:09:42,9919.25,M915,Groceries,POS,1,Kolkata,UK,D16224,Mobile App,No,No,0
T01156,C7240,2023-03-04 04:30:53,2839.99,M745,Utilities,Online,0,Kolkata,Singapore,D61785,Mobile App,Yes,No,0
T01157,C9692,2023-06-13 13:20:13,929.1,M501,Clothing,ATM Withdrawal,0,Mumbai,India,D64551,ATM,Yes,Yes,0
T01158,C5831,2023-05-10 15:26:11,5518.31,M712,Utilities,POS,0,Hyderabad,UK,D20167,ATM,No,Yes,0
T01159,C8433,2023-11-05 09:27:58,5213.84,M465,Dining,Online,1,Delhi,Singapore,D51805,Mobile App,Yes,No,0
T01160,C9282,2023-03-22 00:13:58,7570.71,M656,Groceries,POS,1,Kolkata,Singapore,D49165,Mobile App,No,No,0
T01161,C8048,2023-03-16 05:15:01,1601.11,M592,Travel,POS,1,Chennai,UK,D55444,Mobile App,Yes,No,0
T01162,C2624,2023-02-19 13:10:35,279.88,M402,Clothing,POS,0,Delhi,Singapore,D91603,Web,Yes,No,0
T01163,C2874,2024-12-28 15:05:58,7966.19,M198,Groceries,ATM Withdrawal,1,Hyderabad,Singapore,D76932,Mobile App,Yes,No,0
T01164,C4522,2024-11-13 11:59:13,5925.44,M324,Entertainment,POS,0,Kolkata,UK,D53427,Web,Yes,Yes,0
T01165,C8046,2024-01-03 12:49:21,2414.16,M215,Groceries,POS,1,Hyderabad,India,D77318,ATM,Yes,Yes,0
T01166,C8398,2024-03-01 23:32:45,7741.8,M873,Dining,ATM Withdrawal,1,Chennai,UK,D62604,Web,No,No,0
T01167,C4743,2023-02-11 19:22:44,7265.37,M882,Travel,POS,1,Mumbai,India,D59375,Web,No,No,0
T01168,C7779,2023-01-21 11:28:39,9869.56,M394,Utilities,POS,0,Kolkata,Singapore,D40362,ATM,No,Yes,0
T01169,C6553,2024-08-21 19:14:45,1105.31,M529,Electronics,Online,1,Bangalore,India,D56352,ATM,Yes,No,0
T01170,C8430,2023-11-05 08:50:59,600.4,M557,Dining,POS,1,Chennai,India,D66755,Web,No,Yes,0
T01171,C7532,2024-02-11 23:44:49,3730.42,M433,Dining,POS,0,Mumbai,Singapore,D52743,ATM,Yes,No,0
T01172,C7815,2024-08-17 04:33:57,6270.27,M353,Groceries,Online,0,Kolkata,Singapore,D48856,ATM,No,No,1
T01173,C2557,2023-03-06 15:54:53,3545.38,M778,Groceries,POS,1,Hyderabad,UK,D20473,Web,No,No,0
T01174,C6120,2023-03-22 17:21:57,478.28,M535,Entertainment,ATM Withdrawal,1,Delhi,UK,D78535,ATM,Yes,No,0
T01175,C7992,2023-07-23 20:27:53,6509.97,M218,Travel,ATM Withdrawal,0,Delhi,USA,D13764,Mobile App,Yes,No,0
T01176,C6120,2024-04-25 02:15:34,1248.37,M280,Electronics,Online,1,Mumbai,USA,D31659,ATM,Yes,No,0
T01177,C5176,2023-05-01 14:31:26,2980.31,M575,Electronics,POS,0,Kolkata,UK,D92375,Mobile App,Yes,Yes,0
T01178,C7132,2023-03-07 11:40:33,7368.85,M426,Electronics,Online,1,Chennai,USA,D82217,Mobile App,Yes,No,0
T01179,C3500,2024-05-23 14:57:56,4532.02,M776,Clothing,Online,1,Mumbai,UK,D99215,ATM,Yes,Yes,0
T01180,C8770,2024-12-24 14:05:18,9829.52,M216,Groceries,ATM Withdrawal,1,Chennai,Singapore,D78452,Mobile App,No,No,0
T01181,C2099,2024-11-18 18:22:54,8054.07,M455,Dining,ATM Withdrawal,1,Delhi,UK,D33071,Web,Yes,Yes,1
T01182,C2494,2023-10-30 19:15:36,9890.01,M813,Electronics,Online,0,Hyderabad,India,D54379,Mobile App,Yes,No,0
T01183,C2398,2023-08-29 07:05:13,5656.41,M507,Utilities,Online,0,Hyderabad,UK,D28285,ATM,Yes,Yes,0
T01184,C2527,2023-06-28 03:30:17,8943.49,M821,Entertainment,POS,1,Mumbai,UK,D19964,Mobile App,Yes,No,0
T01185,C8075,2023-07-12 03:48:19,6277.82,M231,Entertainment,POS,0,Delhi,India,D32459,Web,Yes,Yes,0
T01186,C2582,2024-07-26 21:44:03,5333.35,M892,Clothing,POS,0,Hyderabad,UK,D96870,ATM,No,Yes,0
T01187,C7105,2023-08-09 17:24:40,5955.89,M595,Electronics,Online,1,Delhi,Singapore,D78591,Web,No,No,0
T01188,C3131,2023-12-11 05:06:32,3504.02,M960,Dining,POS,0,Hyderabad,Singapore,D80817,ATM,No,Yes,0
T01189,C1982,2024-05-01 14:26:47,2846.07,M924,Entertainment,ATM Withdrawal,1,Chennai,USA,D59968,ATM,No,No,0
T01190,C6400,2023-04-09 04:29:06,7848.11,M984,Dining,ATM Withdrawal,1,Bangalore,Singapore,D66726,Mobile App,No,Yes,0
T01191,C3002,2023-04-12 23:10:57,7148.83,M600,Clothing,Online,0,Mumbai,UK,D86546,Web,No,No,0
T01192,C7730,2024-02-14 03:11:19,6724.67,M715,Electronics,Online,0,Delhi,UK,D15439,Mobile App,No,No,0
T01193,C6793,2024-10-13 07:06:15,7143.8,M521,Dining,Online,0,Mumbai,India,D51431,Mobile App,Yes,No,0
T01194,C7929,2023-05-13 12:21:48,5197.15,M803,Dining,ATM Withdrawal,0,Chennai,USA,D90406,ATM,No,No,0
T01195,C1842,2023-01-23 04:36:27,2477.09,M340,Electronics,POS,1,Mumbai,UK,D45718,Mobile App,No,No,0
T01196,C5712,2023-01-28 07:20:10,3279.14,M129,Groceries,ATM Withdrawal,0,Chennai,USA,D61132,Mobile App,No,No,0
T01197,C6119,2024-05-30 09:27:08,5824.11,M397,Utilities,POS,0,Hyderabad,Singapore,D87244,Web,No,No,1
T01198,C6761,2023-10-05 04:00:10,8228.6,M374,Entertainment,ATM Withdrawal,1,Kolkata,India,D89393,Web,No,No,1
T01199,C2697,2024-10-30 06:26:13,3613.31,M619,Groceries,Online,0,Bangalore,Singapore,D78940,Web,No,Yes,0
T01200,C9313,2024-12-11 21:54:50,980.78,M320,Dining,POS,0,Kolkata,USA,D50653,ATM,No,Yes,0
T01201,C4485,2023-09-10 14:11:30,7116.69,M971,Dining,POS,1,Bangalore,UK,D33016,Mobile App,No,Yes,0
T01202,C3535,2024-11-02 06:37:21,8284.55,M901,Utilities,Online,1,Bangalore,Singapore,D80366,Mobile App,No,Yes,0
T01203,C8900,2024-01-05 20:10:03,820.39,M518,Dining,Online,0,Delhi,India,D75732,Web,Yes,No,0
T01204,C4674,2023-12-29 21:07:03,622.87,M162,Electronics,ATM Withdrawal,0,Hyderabad,UK,D30489,Mobile App,Yes,Yes,0
T01205,C2773,2024-11-07 10:43:13,8885.2,M675,Utilities,POS,0,Bangalore,India,D79810,Mobile App,No,No,0
T01206,C6736,2024-02-24 21:13:08,4763.05,M890,Groceries,POS,1,Bangalore,USA,D47559,Mobile App,Yes,No,0
T01207,C7022,2024-12-27 03:00:29,4462.19,M430,Dining,Online,1,Delhi,UK,D68852,Web,No,Yes,0
T01208,C2882,2023-07-31 14:10:22,3693.57,M367,Entertainment,Online,1,Hyderabad,India,D14719,Web,No,No,0
T01209,C5564,2024-03-02 01:37:30,5263.03,M791,Groceries,Online,0,Delhi,USA,D53035,ATM,Yes,Yes,0
T01210,C4705,2023-12-12 12:30:38,5882.81,M425,Clothing,POS,1,Chennai,UK,D30200,Web,No,Yes,1
T01211,C8030,2023-04-15 22:43:27,5189.93,M521,Groceries,POS,0,Kolkata,Singapore,D15826,ATM,Yes,No,0
T01212,C1430,2024-06-25 20:37:58,3948.43,M500,Dining,Online,1,Delhi,Singapore,D41790,Web,Yes,No,0
T01213,C5381,2024-02-23 21:02:56,2637.67,M928,Entertainment,POS,0,Chennai,USA,D20386,Mobile App,Yes,No,0
T01214,C1474,2023-05-18 12:12:07,4988.77,M552,Clothing,ATM Withdrawal,1,Hyderabad,Singapore,D97798,Web,Yes,Yes,0
T01215,C3955,2024-04-03 21:53:12,4234.8,M535,Groceries,Online,0,Bangalore,UK,D38864,ATM,No,No,0
T01216,C5477,2024-04-09 03:46:36,4401.36,M508,Clothing,POS,1,Kolkata,India,D98409,Mobile App,Yes,No,0
T01217,C6062,2023-12-21 14:35:10,9310.43,M366,Groceries,Online,0,Delhi,Singapore,D31962,Mobile App,No,No,0
T01218,C6567,2024-05-05 03:34:42,4895.92,M155,Entertainment,Online,0,Kolkata,USA,D90857,ATM,No,No,0
T01219,C6751,2024-08-04 16:43:26,9732.75,M374,Clothing,ATM Withdrawal,1,Hyderabad,UK,D80830,ATM,Yes,Yes,0
T01220,C1100,2024-05-08 21:07:27,8238.29,M597,Groceries,POS,1,Kolkata,USA,D82808,Web,Yes,Yes,0
T01221,C3972,2024-11-12 09:56:24,1444.32,M845,Utilities,POS,0,Mumbai,Singapore,D70328,Mobile App,Yes,No,1
T01222,C3347,2024-03-14 01:25:58,1272.11,M324,Dining,Online,1,Mumbai,India,D21949,Web,Yes,No,0
T01223,C7566,2023-12-04 20:33:57,7111.79,M447,Travel,ATM Withdrawal,1,Chennai,Singapore,D31965,Web,Yes,Yes,0
T01224,C2140,2024-02-11 13:59:52,1294.72,M751,Travel,Online,0,Hyderabad,USA,D37473,Mobile App,Yes,No,0
T01225,C3324,2024-05-11 22:29:05,7045.54,M938,Utilities,ATM Withdrawal,1,Hyderabad,UK,D30885,Web,Yes,No,0
T01226,C1502,2024-05-11 17:40:14,8632.85,M146,Travel,ATM Withdrawal,0,Kolkata,UK,D12198,Web,Yes,Yes,0
T01227,C2503,2024-02-19 14:27:26,1181.46,M415,Electronics,POS,0,Mumbai,USA,D37261,Mobile App,Yes,No,0
T01228,C9691,2023-08-29 12:30:19,2127.21,M558,Dining,POS,0,Hyderabad,India,D66700,ATM,No,No,0
T01229,C4524,2024-12-06 23:33:20,4734.08,M519,Groceries,POS,0,Delhi,India,D60021,ATM,Yes,No,1
T01230,C7163,2023-09-27 15:41:10,7465.22,M326,Clothing,POS,0,Kolkata,India,D78544,Mobile App,No,No,0
T01231,C7878,2024-01-10 02:38:17,9440.75,M686,Clothing,POS,0,Hyderabad,India,D67210,Mobile App,No,No,0
T01232,C8432,2024-02-24 04:08:34,3693.95,M996,Clothing,ATM Withdrawal,0,Bangalore,USA,D48401,Web,No,Yes,0
T01233,C6585,2023-06-26 09:58:51,9518.27,M270,Groceries,POS,1,Kolkata,Singapore,D26616,Mobile App,Yes,No,0
T01234,C3578,2024-09-17 00:50:24,6016.4,M648,Entertainment,Online,0,Hyderabad,Singapore,D68001,ATM,No,Yes,0
T01235,C7062,2023-03-11 13:24:28,4086.79,M311,Entertainment,ATM Withdrawal,0,Delhi,UK,D72984,Web,Yes,No,0
T01236,C6105,2023-12-10 04:52:23,1209.54,M898,Clothing,ATM Withdrawal,0,Chennai,India,D81452,Web,Yes,No,0
T01237,C6314,2023-08-28 03:04:44,5718.08,M740,Clothing,POS,0,Hyderabad,USA,D61013,Mobile App,No,No,0
T01238,C2391,2023-10-12 02:41:43,403.78,M212,Entertainment,POS,0,Bangalore,India,D27849,Mobile App,No,Yes,0
T01239,C1861,2023-11-17 04:02:09,1533.89,M728,Clothing,ATM Withdrawal,0,Mumbai,UK,D66030,Mobile App,Yes,Yes,1
T01240,C3549,2023-07-21 19:09:15,3715.3,M725,Clothing,POS,0,Mumbai,UK,D80985,Web,No,No,0
T01241,C3579,2023-05-01 22:47:07,9910.21,M437,Travel,Online,0,Kolkata,USA,D96953,ATM,Yes,Yes,0
T01242,C1815,2023-08-24 19:00:33,3033.3,M232,Travel,ATM Withdrawal,0,Mumbai,Singapore,D54292,ATM,No,Yes,0
T01243,C2336,2023-01-09 04:46:29,4859.77,M719,Dining,Online,1,Mumbai,Singapore,D34399,ATM,Yes,No,0
T01244,C5458,2023-01-01 01:43:17,7912.25,M652,Entertainment,POS,1,Bangalore,UK,D71760,Mobile App,No,No,0
T01245,C8259,2024-02-11 11:19:18,1422.26,M120,Clothing,ATM Withdrawal,0,Chennai,Singapore,D28877,ATM,No,No,0
T01246,C7947,2024-09-25 07:46:51,5896.65,M839,Clothing,ATM Withdrawal,1,Kolkata,Singapore,D79361,ATM,No,No,0
T01247,C8957,2024-08-11 23:36:51,487.46,M121,Electronics,Online,0,Kolkata,India,D70655,Mobile App,Yes,No,0
T01248,C8242,2024-10-20 14:52:05,8942.64,M921,Entertainment,ATM Withdrawal,1,Delhi,USA,D59639,Mobile App,No,Yes,0
T01249,C7785,2023-04-16 20:49:28,8890.68,M488,Travel,Online,1,Kolkata,Singapore,D13808,ATM,Yes,No,0
T01250,C5475,2023-09-25 02:28:46,2156.6,M192,Entertainment,ATM Withdrawal,1,Hyderabad,UK,D41876,ATM,No,No,0
T01251,C4531,2023-08-11 17:38:08,8191.43,M899,Groceries,ATM Withdrawal,1,Bangalore,Singapore,D29600,ATM,No,No,0
T01252,C9394,2023-12-31 10:29:01,4888.45,M821,Clothing,ATM Withdrawal,1,Kolkata,USA,D10824,Web,No,Yes,0
T01253,C2864,2024-02-20 14:57:58,1224.16,M441,Entertainment,Online,0,Hyderabad,India,D76298,Mobile App,No,No,0
T01254,C6655,2023-01-07 11:02:31,3487.14,M461,Dining,POS,0,Delhi,USA,D73323,Web,Yes,No,0
T01255,C8043,2024-06-18 04:57:40,8704.39,M885,Travel,Online,0,Mumbai,Singapore,D68829,ATM,Yes,Yes,0
T01256,C2816,2024-12-17 04:58:24,4176.33,M884,Clothing,POS,1,Bangalore,USA,D83536,ATM,No,No,0
T01257,C5640,2024-01-18 02:16:14,5731.02,M666,Groceries,ATM Withdrawal,1,Bangalore,UK,D39687,Web,No,No,0
T01258,C8972,2024-08-09 19:01:54,5658.07,M164,Electronics,POS,0,Bangalore,UK,D45210,Web,Yes,No,0
T01259,C9633,2024-01-06 13:10:29,9002.97,M770,Clothing,POS,1,Delhi,UK,D67361,ATM,No,No,0
T01260,C6053,2023-08-21 17:08:41,7813.71,M150,Entertainment,ATM Withdrawal,1,Hyderabad,USA,D20484,Mobile App,Yes,No,0
T01261,C1744,2023-01-08 02:14:38,4752.8,M631,Entertainment,POS,1,Mumbai,UK,D10950,Web,No,No,0
T01262,C4612,2024-08-17 20:50:12,7200.61,M315,Dining,ATM Withdrawal,0,Chennai,Singapore,D63306,Web,No,No,0
T01263,C7475,2023-12-01 07:53:44,6057.49,M470,Travel,ATM Withdrawal,0,Bangalore,Singapore,D33854,ATM,Yes,No,0
T01264,C1897,2024-09-11 19:08:29,7619.75,M648,Travel,Online,0,Mumbai,USA,D97272,Web,Yes,No,0
T01265,C1125,2023-08-16 12:28:23,5048.13,M303,Utilities,Online,1,Kolkata,USA,D80378,Web,Yes,No,0
T01266,C4349,2024-04-08 16:57:23,4609.9,M260,Travel,POS,0,Chennai,India,D39826,Mobile App,No,Yes,0
T01267,C5938,2023-06-29 14:10:02,4499.84,M958,Travel,Online,1,Bangalore,India,D39080,Web,Yes,Yes,0
T01268,C4460,2024-09-10 20:49:14,4491.3,M648,Electronics,POS,1,Bangalore,USA,D44859,ATM,No,No,0
T01269,C3248,2023-01-06 14:33:10,8663.59,M505,Electronics,ATM Withdrawal,1,Mumbai,USA,D93588,Mobile App,No,No,0
T01270,C5186,2024-03-01 19:24:57,3252.84,M980,Clothing,Online,0,Hyderabad,USA,D93007,Web,No,Yes,0
T01271,C5742,2023-10-18 05:13:36,7998.32,M835,Clothing,ATM Withdrawal,1,Mumbai,UK,D55476,ATM,Yes,Yes,0
T01272,C6375,2023-05-27 11:13:04,6645.36,M334,Travel,POS,1,Kolkata,Singapore,D93441,Mobile App,No,No,0
T01273,C2965,2023-11-16 19:18:46,4096.87,M397,Groceries,Online,1,Kolkata,Singapore,D58271,ATM,Yes,Yes,0
T01274,C1126,2024-11-16 04:41:34,2328.99,M920,Groceries,ATM Withdrawal,1,Kolkata,India,D72958,ATM,Yes,No,0
T01275,C9149,2024-03-11 09:29:26,3954.58,M265,Travel,ATM Withdrawal,1,Chennai,Singapore,D41813,Mobile App,Yes,Yes,0
T01276,C8055,2023-12-06 12:15:11,5410.4,M482,Electronics,ATM Withdrawal,1,Delhi,India,D54842,Mobile App,Yes,Yes,0
T01277,C3878,2023-11-03 14:42:43,9580.84,M439,Clothing,ATM Withdrawal,1,Chennai,Singapore,D65742,ATM,No,No,0
T01278,C3116,2023-07-14 02:24:04,8900.54,M523,Clothing,ATM Withdrawal,0,Hyderabad,USA,D32738,Mobile App,Yes,Yes,1
T01279,C7229,2023-05-07 19:33:50,7359.39,M320,Travel,Online,1,Chennai,India,D35280,Mobile App,No,No,0
T01280,C9725,2024-07-09 07:24:35,6459.52,M666,Groceries,Online,0,Bangalore,Singapore,D95245,ATM,No,No,0
T01281,C4770,2024-07-26 12:52:21,8659.67,M850,Entertainment,ATM Withdrawal,0,Hyderabad,UK,D26916,Web,Yes,Yes,0
T01282,C9196,2024-05-16 18:08:28,7072.38,M354,Entertainment,POS,1,Hyderabad,UK,D69364,ATM,Yes,Yes,0
T01283,C6802,2023-10-30 16:58:05,5720.38,M113,Utilities,Online,0,Mumbai,UK,D75497,Web,No,No,0
T01284,C2180,2024-10-05 10:59:45,7961.79,M136,Groceries,Online,0,Delhi,Singapore,D94451,ATM,Yes,No,0
T01285,C7505,2023-10-21 21:06:19,7074.28,M965,Travel,ATM Withdrawal,0,Mumbai,Singapore,D14790,Mobile App,No,No,0
T01286,C1693,2023-06-21 08:08:27,5610.88,M120,Travel,POS,1,Bangalore,Singapore,D17331,Web,Yes,No,0
T01287,C8147,2023-07-24 06:18:27,1238.69,M873,Clothing,Online,0,Delhi,USA,D43382,ATM,No,Yes,0
T01288,C1307,2023-03-03 12:34:35,5593.97,M639,Utilities,Online,0,Delhi,Singapore,D53331,ATM,No,No,0
T01289,C8532,2023-11-24 23:06:45,1925.07,M204,Dining,POS,0,Hyderabad,USA,D37913,Mobile App,Yes,Yes,0
T01290,C2275,2024-04-30 16:51:57,6187.42,M613,Clothing,Online,0,Delhi,Singapore,D54519,Mobile App,No,No,0
T01291,C6129,2023-07-06 01:45:21,5768.98,M507,Clothing,ATM Withdrawal,0,Bangalore,USA,D79565,ATM,No,No,0
T01292,C8033,2024-02-06 06:18:34,529.69,M910,Clothing,POS,0,Hyderabad,Singapore,D56720,ATM,Yes,Yes,0
T01293,C7626,2024-08-16 20:01:36,5702.87,M596,Entertainment,POS,1,Hyderabad,Singapore,D86547,Mobile App,No,Yes,0
T01294,C7843,2024-09-13 08:19:04,1894.77,M143,Travel,Online,0,Hyderabad,UK,D71579,Web,No,No,0
T01295,C5743,2024-12-07 18:46:46,4758.88,M260,Clothing,POS,0,Chennai,India,D38616,ATM,No,No,0
T01296,C2887,2024-04-21 07:10:43,8968.75,M389,Dining,Online,1,Bangalore,Singapore,D17981,Mobile App,No,Yes,0
T01297,C7636,2024-09-19 06:17:16,1203.71,M408,Electronics,ATM Withdrawal,0,Mumbai,Singapore,D26492,Web,No,Yes,0
T01298,C1341,2024-06-22 23:41:28,9361.88,M124,Groceries,POS,1,Mumbai,UK,D70592,Web,No,No,0
T01299,C6321,2024-06-15 18:37:12,1798.25,M335,Electronics,POS,0,Mumbai,Singapore,D38917,ATM,No,No,0
T01300,C3815,2023-07-31 03:55:59,190.72,M746,Electronics,ATM Withdrawal,0,Bangalore,UK,D93365,Web,No,No,0
T01301,C8538,2023-08-10 02:45:40,7867.78,M890,Groceries,POS,1,Kolkata,UK,D97712,Mobile App,Yes,No,0
T01302,C6928,2024-05-18 16:06:55,2453.62,M804,Dining,POS,1,Mumbai,UK,D26588,ATM,Yes,Yes,0
T01303,C2443,2024-07-31 01:09:39,7056.47,M353,Clothing,POS,0,Mumbai,USA,D32310,ATM,Yes,No,0
